Accident_Date,Claim_Date,Claiment_Gender,chk,Claimant_Age,Claim_Number,Policy_Number,Policy_Type,Fraud_Found,Deductible,Driver_Rating,Police_Report_Filed,Witness_Present,Agent_Type,Base_Policy_Type,,
02-Mar-01,05-Oct-01,Female,0,41,9302,1152,Sedan - Collision,0,400,1,No,No,External,Collision,,
06-May-02,11-Sep-02,Male,3,61,9303,3914,Sedan - Collision,0,400,3,No,No,External,Collision,,
29-Apr-01,22-Jun-01,Male,4,23,9304,1681,Sedan - Collision,0,400,1,No,No,External,Collision,,
25-Jan-02,15-Aug-02,Female,0,51,9305,3264,Sedan - Liability,0,400,3,No,No,External,Liability,,
13-Jan-02,13-Sep-02,Male,5,64,9306,1344,Sedan - Liability,0,400,4,No,No,External,Liability,,
06-Jun-01,21-Jun-01,Male,5,64,9307,5,Sedan - Liability,0,400,3,No,No,External,Liability,,
09-Jan-01,01-Jul-01,Female,0,37,9308,4183,Sedan - Collision,0,400,3,No,No,External,Collision,,
16-Oct-01,04-Aug-02,Male,2,33,9309,1315,Sedan - All Perils,1,400,2,No,No,External,All Perils,,
30-Aug-01,17-Dec-01,Male,4,23,9310,1254,Sedan - Liability,0,400,2,No,No,External,Liability,,
02-Jun-02,23-Jun-02,Male,6,61,9311,2744,Sedan - All Perils,0,400,1,No,No,External,All Perils,,
11-Feb-02,15-Feb-02,Male,1,68,9312,1445,Sedan - Liability,0,400,2,No,No,External,Liability,,
27-Feb-01,13-Jun-01,Male,6,62,9313,2290,Sedan - All Perils,0,400,3,No,No,External,All Perils,,
11-Oct-02,02-Nov-02,Male,5,71,9314,3123,Sedan - Collision,0,400,1,No,No,External,Collision,,
13-Jan-01,09-Apr-01,Male,5,33,9315,4216,Sedan - All Perils,0,400,4,No,No,External,All Perils,,
11-May-01,30-May-01,Male,3,23,9316,3645,Sedan - All Perils,0,400,2,No,No,External,All Perils,,
22-Feb-01,22-May-01,Female,0,27,9317,4869,Sedan - All Perils,0,400,1,No,No,External,All Perils,,
01-Jul-01,18-Dec-01,Male,2,51,9318,254,Sedan - Collision,0,400,1,No,No,External,Collision,,
19-Mar-01,15-Jun-01,Male,2,62,9319,2669,Sedan - All Perils,0,400,4,No,No,External,All Perils,,
17-Jan-01,03-Jun-01,Female,0,43,9320,4919,Sedan - Liability,0,400,1,No,No,External,Liability,,
14-Aug-01,26-Aug-01,Male,1,30,9321,2194,Sedan - All Perils,0,400,4,No,No,External,All Perils,,
21-Apr-03,08-May-03,Male,1,19,9322,2254,Sedan - Collision,0,400,2,No,No,External,Collision,,
11-May-01,24-May-01,Male,6,74,9323,153,Sport - Collision,0,400,1,No,No,External,Collision,,
01-May-01,13-May-01,Male,5,66,9324,4055,Sedan - Collision,0,400,4,No,No,External,Collision,,
28-Sep-01,05-Jun-02,Male,2,47,9325,1109,Sedan - Liability,0,400,2,No,No,External,Liability,,
09-Jul-02,02-Mar-03,Male,5,26,9326,829,Sedan - All Perils,0,400,3,No,No,External,All Perils,,
03-Feb-01,22-Jun-01,Male,1,69,9327,2939,Sedan - All Perils,0,400,3,No,No,External,All Perils,,
16-Feb-01,29-Mar-01,Female,0,39,9328,1843,Sedan - Liability,0,400,3,No,No,External,Liability,,
14-Oct-01,11-Feb-02,Male,5,75,9329,1050,Sedan - Liability,0,400,3,No,No,External,Liability,,
09-Jan-01,17-Jan-01,Male,4,49,9330,23,Sedan - Liability,0,400,1,No,No,External,Liability,,
21-Apr-02,25-Jun-02,Male,5,51,9331,2004,Sedan - Collision,0,400,4,No,No,External,Collision,,
10-Jun-02,29-Jun-02,Female,0,70,9332,39,Sedan - Collision,0,400,2,No,No,External,Collision,,
10-Jan-01,22-Feb-01,Male,4,74,9333,3508,Sedan - All Perils,0,400,3,No,No,External,All Perils,,
08-Feb-01,16-Sep-01,Male,4,63,9334,459,Sedan - Collision,0,500,3,No,No,External,Collision,,
11-Nov-01,02-May-02,Male,2,51,9335,4421,Sedan - Collision,0,400,2,No,No,External,Collision,,
27-Dec-01,03-Mar-02,Male,3,23,9336,1958,Sedan - Collision,0,400,3,No,No,External,Collision,,
09-Jan-01,10-Jun-01,Male,3,67,9337,3617,Sedan - Liability,0,400,1,No,No,External,Liability,,
24-Aug-02,02-Oct-02,Male,1,26,9338,3156,Sedan - Liability,0,400,3,No,No,External,Liability,,
05-Jan-01,13-Mar-01,Male,6,27,9339,3019,Sedan - Liability,0,400,3,No,No,External,Liability,,
22-Oct-01,21-Nov-01,Male,4,58,9340,1911,Sedan - Liability,0,400,2,No,No,External,Liability,,
21-Mar-02,15-Oct-02,Female,0,39,9341,4959,Sedan - All Perils,0,400,4,No,No,External,All Perils,,
26-Jun-01,15-Jun-02,Male,1,31,9342,58,Sedan - Liability,0,400,4,No,No,External,Liability,,
06-Jun-02,08-Jul-02,Male,4,61,9343,20,Sedan - All Perils,0,400,4,No,No,External,All Perils,,
20-Dec-01,05-Feb-03,Male,5,75,9344,176,Sedan - Liability,0,400,1,No,No,External,Liability,,
02-Mar-01,26-May-01,Male,2,23,9345,1479,Sedan - Collision,0,400,3,No,No,External,Collision,,
14-May-01,14-Jul-01,Male,3,45,9346,4318,Sedan - All Perils,0,400,4,No,No,External,All Perils,,
14-Feb-01,01-Jun-01,Female,0,55,9347,584,Sedan - All Perils,0,400,3,No,No,External,All Perils,,
20-Feb-03,21-Apr-03,Male,3,20,9348,2348,Sedan - All Perils,0,400,3,No,No,External,All Perils,,
07-Apr-01,30-Nov-01,Male,4,36,9349,3486,Sedan - Liability,0,400,4,No,No,External,Liability,,
28-Jun-01,01-Nov-01,Female,0,38,9350,3340,Sport - Collision,0,400,3,No,No,External,Collision,,
16-Dec-02,17-Jan-03,Male,4,76,9351,1807,Sedan - All Perils,1,400,2,No,No,External,All Perils,,
30-Apr-03,29-Jul-03,Female,0,31,9352,3569,Utility - Collision,1,400,3,No,No,External,Collision,,
12-Jul-01,11-Sep-01,Male,4,51,9353,4650,Sedan - All Perils,0,400,2,No,No,External,All Perils,,
13-Nov-02,19-Dec-02,Male,6,22,9354,32,Sedan - Liability,0,400,1,No,No,External,Liability,,
04-Nov-01,11-Jun-02,Male,6,39,9355,3058,Sedan - Liability,0,400,1,No,No,External,Liability,,
18-Mar-01,31-Mar-01,Male,6,38,9356,827,Sedan - Liability,0,400,1,No,No,External,Liability,,
05-Sep-01,02-Dec-01,Male,6,75,9357,3351,Sedan - All Perils,0,400,1,No,No,External,All Perils,,
01-Apr-01,05-Jul-01,Male,2,28,9358,557,Sedan - Collision,0,400,2,No,No,External,Collision,,
27-Jan-01,21-Dec-01,Male,6,37,9359,3,Sedan - Liability,0,400,3,No,No,External,Liability,,
06-Jul-01,28-Feb-02,Male,4,32,9360,1449,Sedan - Liability,0,400,3,No,No,External,Liability,,
28-Sep-02,21-Oct-02,Male,1,37,9361,3494,Sedan - Liability,0,400,3,No,No,External,Liability,,
12-Jan-02,01-Oct-02,Male,2,58,9362,3859,Sedan - Collision,0,400,4,No,No,External,Collision,,
12-Dec-01,01-Feb-02,Male,2,43,9363,3918,Sport - All Perils,0,700,4,No,No,External,All Perils,,
03-Jun-01,04-Sep-01,Male,4,25,9364,2875,Sedan - Collision,0,400,1,No,No,External,Collision,,
25-Jan-01,21-Feb-01,Male,4,44,9365,2686,Sedan - Liability,0,400,2,No,No,External,Liability,,
09-Jul-01,19-Aug-02,Male,2,69,9366,493,Sedan - Collision,0,400,1,Yes,No,External,Collision,,
08-Mar-01,03-Sep-01,Female,0,29,9367,2154,Sedan - Liability,0,400,2,No,No,External,Liability,,
01-Jan-01,16-Aug-01,Female,0,52,9368,1313,Sedan - Collision,0,400,4,No,No,External,Collision,,
12-Jun-01,26-Aug-01,Male,5,72,9369,1339,Sedan - Collision,0,400,3,No,No,External,Collision,,
14-Dec-01,10-May-02,Male,4,52,9370,3290,Sedan - All Perils,0,400,2,No,No,External,All Perils,,
27-Sep-01,14-Oct-01,Male,2,41,9371,662,Sedan - All Perils,0,400,4,No,No,External,All Perils,,
07-Feb-01,23-Apr-01,Male,6,43,9372,4491,Sedan - Collision,0,400,3,No,No,External,Collision,,
11-Apr-01,09-May-01,Male,2,40,9373,3726,Sedan - Collision,0,400,1,No,No,External,Collision,,
18-Apr-01,21-Sep-01,Female,0,75,9374,4870,Sedan - Collision,0,400,2,No,No,External,Collision,,
03-Jan-01,08-Nov-01,Female,0,54,9375,4390,Sedan - Liability,0,400,2,No,No,External,Liability,,
19-Jan-01,04-Sep-01,Male,2,36,9376,2540,Sedan - Liability,0,400,1,No,No,External,Liability,,
16-May-01,16-Mar-02,Male,4,21,9377,1214,Sedan - Collision,0,400,3,No,No,External,Collision,,
05-Nov-01,26-Apr-02,Male,3,26,9378,3166,Sedan - Liability,0,400,3,No,No,External,Liability,,
10-Apr-02,10-Jun-02,Male,2,22,9379,4331,Sedan - Liability,0,400,2,No,No,External,Liability,,
31-Oct-02,11-Jun-03,Male,2,56,9380,859,Sedan - All Perils,0,400,2,No,No,External,All Perils,,
31-Jul-02,20-Aug-02,Male,3,38,9381,1006,Sedan - Liability,0,400,4,No,No,External,Liability,,
23-Mar-01,09-Aug-01,Male,1,46,9382,4568,Sedan - All Perils,0,400,3,No,No,External,All Perils,,
16-Sep-02,05-Aug-03,Female,0,47,9383,2623,Sedan - Collision,0,400,2,No,No,External,Collision,,
18-Jul-02,22-Jul-02,Female,0,71,9384,3265,Sedan - Collision,0,400,3,No,No,External,Collision,,
30-Aug-02,11-Sep-02,Female,0,65,9385,510,Sedan - Collision,0,500,4,No,No,External,Collision,,
19-Jun-01,14-Jan-02,Male,6,42,9386,1681,Sedan - Collision,0,400,1,No,No,External,Collision,,
25-Feb-01,04-Sep-01,Male,4,20,9387,1293,Sedan - Liability,0,400,2,No,No,External,Liability,,
10-Apr-01,23-Aug-01,Male,1,47,9388,300,Sedan - All Perils,0,400,3,No,No,External,All Perils,,
19-May-02,26-May-02,Male,6,61,9389,3243,Sedan - Liability,0,400,1,No,No,External,Liability,,
06-Feb-01,10-Jun-01,Male,1,26,9390,4000,Sport - Collision,0,400,4,No,No,External,Collision,,
30-Jan-01,13-Feb-01,Female,0,59,9391,257,Sedan - Liability,0,400,4,No,No,External,Liability,,
19-Apr-01,10-May-01,Male,1,23,9392,4910,Sedan - Collision,0,400,3,No,No,External,Collision,,
03-Jan-01,02-Mar-01,Male,6,33,9393,1955,Sedan - Liability,0,400,1,No,No,External,Liability,,
08-Feb-01,21-May-01,Male,6,29,9394,229,Sedan - Collision,0,700,4,No,No,External,Collision,,
04-Feb-02,10-Jul-02,Male,6,60,9395,2306,Sedan - Collision,0,400,1,No,No,External,Collision,,
04-Feb-01,22-Mar-01,Male,2,44,9396,2578,Sedan - Collision,0,400,1,No,No,External,Collision,,
04-Oct-01,05-Jan-02,Male,5,78,9397,4209,Sedan - Collision,0,400,2,No,No,External,Collision,,
23-Feb-01,08-Jun-01,Male,1,54,9398,4391,Sedan - Collision,0,400,4,Yes,Yes,Internal,Collision,,
27-Aug-01,04-Apr-02,Male,3,72,9399,122,Sedan - Liability,0,400,4,No,No,External,Liability,,
22-Apr-03,15-May-03,Male,6,32,9400,1191,Sedan - Liability,0,400,1,No,No,External,Liability,,
18-Feb-01,05-Mar-01,Male,3,50,9401,2871,Sedan - Collision,0,400,1,No,No,External,Collision,,
19-May-01,02-Mar-02,Female,0,59,9402,1817,Sedan - All Perils,0,400,1,No,No,External,All Perils,,
04-May-02,15-May-02,Male,3,39,9403,106,Sedan - Collision,0,400,1,No,No,External,Collision,,
10-May-03,13-May-03,Male,5,68,9404,2684,Sedan - Collision,0,400,2,Yes,No,External,Collision,,
25-Feb-01,19-Nov-01,Male,3,59,9405,2786,Sedan - All Perils,0,400,3,No,No,External,All Perils,,
15-Dec-02,23-Jan-03,Male,2,41,9406,410,Sedan - Collision,0,400,2,No,No,External,Collision,,
26-Jan-01,08-May-01,Male,5,22,9407,3210,Sedan - Collision,0,400,1,No,No,External,Collision,,
06-Apr-01,24-Jan-02,Male,5,54,9408,462,Sedan - Liability,0,400,1,No,No,External,Liability,,
08-Apr-02,04-Sep-02,Male,2,65,9409,2095,Sedan - Liability,0,400,4,No,No,External,Liability,,
07-Jul-01,22-Sep-01,Male,3,26,9410,4448,Sedan - Collision,0,400,3,Yes,No,External,Collision,,
11-Nov-01,03-Jan-02,Male,6,78,9411,3454,Sedan - Collision,0,400,3,No,No,External,Collision,,
06-Jan-01,16-Jan-01,Male,4,47,9412,980,Sedan - All Perils,0,400,1,No,No,External,All Perils,,
11-Jan-01,16-Apr-01,Male,4,34,9413,4486,Sedan - Collision,0,400,2,No,No,External,Collision,,
08-Apr-02,08-Jun-02,Male,2,22,9414,1261,Sedan - Collision,0,400,1,No,No,External,Collision,,
12-Feb-01,12-Feb-01,Male,5,38,9415,4697,Sedan - Liability,0,400,4,No,No,External,Liability,,
31-Mar-01,07-Oct-01,Male,6,23,9416,2266,Sedan - Liability,0,400,2,No,No,External,Liability,,
02-May-03,13-Dec-03,Male,2,54,9417,4267,Sedan - Collision,0,400,4,No,No,External,Collision,,
19-Apr-01,26-Jul-01,Male,1,73,9418,2541,Sedan - Liability,0,400,1,No,No,External,Liability,,
04-Feb-01,23-Feb-01,Female,0,34,9419,2808,Sedan - Liability,0,400,1,No,No,External,Liability,,
18-Mar-03,11-Jun-03,Male,1,78,9420,4,Sedan - All Perils,0,400,3,Yes,No,External,All Perils,,
22-May-02,06-Sep-02,Male,6,48,9421,4257,Sedan - Liability,0,400,1,No,No,External,Liability,,
09-Sep-01,02-Jan-02,Male,3,36,9422,2740,Sedan - Liability,0,400,4,No,No,External,Liability,,
14-Jul-01,16-Jul-01,Male,3,37,9423,1904,Sedan - Liability,0,400,2,No,No,Internal,Liability,,
15-Jun-01,05-Aug-01,Male,2,67,9424,3701,Sedan - All Perils,0,400,3,No,No,External,All Perils,,
20-Apr-01,27-Jul-01,Male,2,65,9425,619,Sedan - Liability,0,700,3,No,No,External,Liability,,
14-Apr-01,31-Aug-01,Male,5,59,9426,2520,Sedan - Liability,0,400,3,No,No,External,Liability,,
22-Mar-01,13-Jun-01,Male,2,74,9427,2428,Sedan - All Perils,0,400,3,Yes,No,External,All Perils,,
05-Jan-01,10-Jan-01,Male,3,22,9428,2496,Sedan - Liability,0,400,3,No,No,External,Liability,,
14-Apr-02,27-Apr-02,Male,1,58,9429,770,Sedan - Collision,0,400,1,Yes,No,External,Collision,,
24-Dec-01,01-Feb-02,Male,2,40,9430,1698,Sedan - Liability,0,400,4,No,No,External,Liability,,
07-Jan-01,11-Apr-01,Male,4,28,9431,3720,Sedan - All Perils,0,400,4,No,No,External,All Perils,,
26-Feb-01,12-Mar-01,Male,6,67,9432,2947,Sedan - Collision,0,400,2,No,No,External,Collision,,
26-Jan-02,17-Feb-02,Male,2,56,9433,4063,Sport - Collision,0,400,2,No,No,External,Collision,,
17-Jun-01,12-Oct-01,Male,5,24,9434,4006,Sedan - Collision,1,400,3,No,No,External,Collision,,
20-Jun-01,04-Jul-01,Male,4,68,9435,1936,Sedan - Collision,0,400,2,No,No,External,Collision,,
23-Mar-01,02-Apr-01,Male,6,70,9436,2695,Sedan - Liability,0,300,3,No,No,External,Liability,,
22-Feb-01,29-Apr-01,Female,0,35,9437,3688,Sedan - Liability,0,400,3,No,No,External,Liability,,
24-Feb-03,01-May-03,Male,6,40,9438,3196,Sedan - Liability,0,400,2,No,No,External,Liability,,
22-Aug-01,23-Dec-01,Female,0,33,9439,2321,Sedan - Liability,0,400,4,No,No,External,Liability,,
26-Jan-01,02-Jun-01,Female,0,42,9440,4183,Sedan - All Perils,1,400,3,No,No,External,All Perils,,
28-Jan-01,09-Nov-01,Male,1,20,9441,3754,Sedan - Collision,0,400,3,No,No,External,Collision,,
25-Dec-02,07-Jan-03,Male,3,45,9442,497,Sedan - Liability,0,400,1,No,No,External,Liability,,
06-Jan-01,15-Mar-01,Male,4,74,9443,2186,Sedan - Liability,0,400,1,No,No,External,Liability,,
15-Jan-01,03-Feb-01,Male,1,67,9444,1251,Sedan - Liability,0,400,3,No,No,External,Liability,,
14-Jun-01,29-Nov-01,Male,3,56,9445,1069,Sedan - Collision,0,400,1,No,No,External,Collision,,
12-Jun-01,13-Oct-01,Male,2,56,9446,244,Sedan - Collision,0,400,3,No,No,External,Collision,,
03-Feb-01,15-Aug-01,Male,3,25,9447,4169,Sedan - All Perils,0,400,1,No,No,External,All Perils,,
01-Jan-01,08-Feb-01,Male,2,31,9448,947,Sedan - Collision,0,400,1,No,No,External,Collision,,
19-Mar-01,09-Apr-01,Male,2,27,9449,2802,Sedan - Collision,0,400,1,No,No,External,Collision,,
03-Jan-01,24-Apr-01,Male,4,67,9450,3827,Sedan - Liability,0,400,1,No,No,External,Liability,,
05-Jul-01,09-Jul-01,Female,0,44,9451,3809,Sedan - Collision,0,400,4,No,No,External,Collision,,
22-Mar-02,21-Nov-02,Female,0,75,9452,222,Sedan - Collision,0,400,2,No,No,External,Collision,,
27-Apr-01,07-Jul-01,Male,6,75,9453,1132,Sedan - Collision,0,400,1,No,No,External,Collision,,
01-Mar-01,31-Mar-01,Male,5,68,9454,2575,Sedan - All Perils,0,400,3,No,No,External,All Perils,,
09-Jan-02,22-Jul-02,Male,5,74,9455,3918,Utility - All Perils,0,400,4,No,No,External,All Perils,,
08-Apr-02,28-Apr-02,Male,6,29,9456,3082,Sedan - Collision,0,400,2,Yes,No,External,Collision,,
14-Mar-01,06-Apr-01,Male,3,28,9457,3334,Utility - All Perils,0,400,1,No,No,External,All Perils,,
09-May-01,16-Jun-01,Male,5,60,9458,1508,Sedan - All Perils,0,400,1,No,No,External,All Perils,,
11-Jan-01,07-Mar-01,Male,5,34,9459,2328,Sedan - Liability,0,400,2,No,No,External,Liability,,
16-Jun-01,18-Aug-01,Female,0,46,9460,2397,Sedan - Liability,0,400,4,No,No,External,Liability,,
17-Jun-01,24-Nov-01,Female,0,39,9461,4957,Sedan - Collision,1,400,1,No,No,External,Collision,,
06-Mar-02,18-May-02,Male,1,36,9462,4833,Sedan - Liability,0,400,3,No,No,External,Liability,,
06-Aug-01,14-Oct-01,Male,6,27,9463,775,Sedan - Liability,0,400,3,No,No,External,Liability,,
08-Apr-02,01-Jun-02,Male,6,29,9464,1309,Sedan - All Perils,0,400,3,No,No,External,All Perils,,
06-Feb-01,16-Feb-01,Male,3,73,9465,1164,Sedan - Collision,0,400,3,No,No,External,Collision,,
15-Nov-01,12-Sep-02,Male,5,67,9466,2014,Sedan - All Perils,0,400,4,No,No,External,All Perils,,
08-Jul-01,15-Nov-01,Male,3,31,9467,521,Sedan - Liability,0,400,2,No,No,External,Liability,,
28-Dec-01,25-Feb-02,Male,3,28,9468,3588,Sedan - Collision,0,400,2,No,No,External,Collision,,
05-Feb-01,02-Mar-01,Male,3,48,9469,4237,Sedan - Liability,0,400,4,No,No,External,Liability,,
09-Oct-01,02-Dec-01,Male,5,57,9470,3550,Sedan - Collision,0,400,2,No,No,External,Collision,,
14-Feb-01,31-Aug-01,Male,5,34,9471,2406,Sedan - Liability,0,400,1,No,No,External,Liability,,
11-Mar-01,11-Mar-01,Male,1,49,9472,2623,Utility - All Perils,0,400,3,No,No,External,All Perils,,
18-Dec-01,23-Jan-02,Female,0,56,9473,765,Sedan - Collision,0,400,3,No,No,External,Collision,,
28-Dec-02,09-Mar-03,Male,3,20,9474,827,Sedan - Liability,0,400,2,No,No,External,Liability,,
07-Apr-02,10-Aug-02,Female,0,45,9475,3082,Sedan - Liability,0,400,4,No,No,External,Liability,,
11-Nov-01,26-Jun-02,Male,5,24,9476,215,Sedan - Collision,0,400,3,No,No,External,Collision,,
23-Nov-01,11-Mar-02,Male,6,37,9477,4520,Sedan - Collision,0,400,4,No,No,External,Collision,,
23-Jun-01,30-Mar-02,Female,0,55,9478,4003,Sedan - Collision,0,400,2,No,No,External,Collision,,
02-Jan-01,24-Oct-01,Male,5,20,9479,1459,Sedan - Collision,0,400,1,No,No,External,Collision,,
12-Jul-01,16-Nov-01,Male,3,55,9480,3925,Sedan - Collision,0,400,4,No,No,External,Collision,,
14-Mar-01,21-Aug-01,Male,3,28,9481,2679,Sedan - All Perils,0,400,3,No,No,External,All Perils,,
19-Apr-02,21-Apr-02,Female,0,47,9482,799,Sedan - Collision,0,400,1,No,No,External,Collision,,
05-Aug-02,08-Aug-02,Male,6,75,9483,1215,Sedan - Liability,0,400,3,No,No,External,Liability,,
07-May-01,11-May-01,Male,6,32,9484,3465,Sedan - Collision,1,400,1,No,No,External,Collision,,
13-Mar-01,24-Jul-01,Female,0,33,9485,574,Sedan - Liability,0,400,1,No,No,External,Liability,,
06-Jul-01,13-Jul-01,Female,0,19,9486,4617,Sedan - All Perils,0,400,2,No,No,External,All Perils,,
18-Jan-01,23-Dec-01,Male,2,74,9487,643,Sedan - Collision,0,700,4,No,No,External,Collision,,
26-Apr-02,25-Sep-02,Male,3,23,9488,890,Sedan - All Perils,0,400,2,No,No,External,All Perils,,
02-Aug-02,09-Oct-02,Male,2,41,9489,482,Sedan - Liability,0,400,4,No,No,External,Liability,,
15-Apr-01,12-May-01,Male,4,75,9490,134,Sedan - Liability,0,400,1,No,No,External,Liability,,
29-Oct-01,08-Jun-02,Male,5,52,9491,4941,Sedan - Collision,0,400,4,No,No,External,Collision,,
25-Jul-01,14-Aug-01,Male,6,38,9492,501,Sedan - Liability,0,400,3,No,No,External,Liability,,
07-Aug-01,28-Jul-02,Male,5,75,9493,4311,Sedan - Collision,0,400,4,No,No,External,Collision,,
30-Jan-01,18-Apr-01,Male,4,30,9494,3478,Sedan - Liability,0,400,1,No,No,External,Liability,,
12-Jan-01,27-Jan-01,Female,0,54,9495,731,Sedan - Collision,0,400,4,No,No,External,Collision,,
05-Jan-02,24-Feb-02,Male,1,58,9496,4386,Sedan - All Perils,0,400,4,No,No,External,All Perils,,
20-Feb-01,26-Mar-01,Male,1,56,9497,3547,Sedan - Collision,0,400,3,No,No,External,Collision,,
24-Jan-01,11-Feb-01,Male,5,78,9498,3000,Sedan - Collision,0,400,1,No,No,External,Collision,,
20-Jul-01,15-Aug-01,Male,6,28,9499,3245,Sedan - Collision,0,400,4,No,No,External,Collision,,
10-Jul-02,24-Jul-02,Male,4,75,9500,832,Sport - Collision,0,400,4,No,No,External,Collision,,
14-Jan-01,12-Feb-01,Male,2,57,9501,2524,Sedan - Liability,0,400,2,No,No,External,Liability,,
26-Sep-01,26-Nov-02,Female,0,65,9502,3487,Sedan - Liability,0,400,1,No,No,External,Liability,,
19-Feb-02,15-Mar-02,Male,4,71,9503,3527,Sedan - Liability,0,400,3,No,No,External,Liability,,
11-Mar-01,13-Jul-01,Male,2,32,9504,3504,Sedan - All Perils,0,400,1,Yes,Yes,External,All Perils,,
26-Dec-01,27-Aug-02,Male,2,62,9505,1802,Sedan - All Perils,0,400,1,No,No,External,All Perils,,
10-Jan-01,22-Mar-01,Male,3,47,9506,2640,Sedan - Collision,0,400,3,No,No,External,Collision,,
17-Mar-01,11-Apr-01,Male,1,67,9507,987,Sedan - Collision,0,400,2,No,No,External,Collision,,
12-Jan-01,15-Jun-01,Male,1,35,9508,2514,Sedan - All Perils,0,400,4,No,No,External,All Perils,,
10-Apr-01,23-May-01,Male,1,27,9509,2938,Sedan - Collision,0,400,3,No,No,External,Collision,,
22-Jan-01,10-Dec-01,Male,6,57,9510,2926,Sedan - Liability,1,400,2,No,No,External,Liability,,
25-Apr-01,05-Feb-02,Male,5,70,9511,330,Sedan - All Perils,0,400,1,No,No,External,All Perils,,
21-Feb-02,19-Feb-03,Female,0,65,9512,253,Sedan - Liability,0,400,2,No,No,External,Liability,,
07-Jan-01,01-May-01,Male,5,65,9513,392,Sedan - All Perils,0,400,2,No,No,External,All Perils,,
29-Dec-01,17-Jan-02,Male,5,45,9514,3250,Sedan - Collision,0,400,3,No,No,External,Collision,,
22-Nov-01,25-Nov-01,Male,1,19,9515,421,Sedan - Liability,0,400,1,No,No,External,Liability,,
02-Nov-02,15-Feb-03,Male,1,70,9516,3660,Sedan - All Perils,0,400,1,No,No,External,All Perils,,
04-Jan-02,10-Feb-02,Male,2,38,9517,2033,Sedan - Collision,0,400,4,No,No,External,Collision,,
10-Aug-01,25-Nov-01,Male,2,57,9518,4298,Sedan - All Perils,0,400,4,No,No,External,All Perils,,
07-Oct-02,02-Jun-03,Male,2,58,9519,1607,Sedan - Collision,1,400,2,No,No,External,Collision,,
04-Dec-02,12-Jan-03,Male,5,39,9520,2840,Sedan - Liability,0,400,1,No,No,External,Liability,,
11-Feb-01,26-Apr-01,Male,2,57,9521,878,Sedan - All Perils,0,400,2,No,No,External,All Perils,,
16-Feb-01,16-Mar-01,Male,1,34,9522,1354,Sedan - Liability,0,400,3,No,No,External,Liability,,
13-Jul-01,13-Jun-02,Male,5,24,9523,647,Sedan - Liability,0,400,3,No,No,External,Liability,,
03-Oct-01,06-Oct-01,Male,6,36,9524,2439,Sedan - Liability,0,400,1,No,No,External,Liability,,
07-Jun-01,20-Jul-01,Male,1,26,9525,3837,Utility - All Perils,0,400,1,No,No,External,All Perils,,
12-Jan-01,03-Nov-01,Male,3,76,9526,4461,Sedan - All Perils,0,400,4,No,No,External,All Perils,,
15-Apr-01,25-Mar-02,Male,1,65,9527,3791,Sedan - Liability,0,400,1,No,No,External,Liability,,
25-Sep-02,23-Jan-03,Male,3,53,9528,4068,Sedan - Liability,0,400,2,No,No,External,Liability,,
17-Sep-02,18-Feb-03,Male,6,57,9529,3064,Sedan - Liability,0,400,2,No,No,External,Liability,,
09-Jul-03,07-Aug-03,Male,5,73,9530,1466,Sedan - Liability,0,400,3,No,No,External,Liability,,
25-Feb-02,04-May-02,Male,3,20,9531,2442,Sedan - Collision,0,400,1,No,No,External,Collision,,
27-Aug-02,19-Jan-03,Male,2,46,9532,1182,Sedan - All Perils,0,400,1,No,No,External,All Perils,,
22-Oct-02,30-Nov-02,Male,4,52,9533,3670,Sedan - Liability,0,400,3,No,No,External,Liability,,
15-Jan-02,07-Jun-02,Female,0,38,9534,4511,Sedan - Collision,0,400,3,No,No,External,Collision,,
05-Apr-01,13-Aug-01,Male,6,61,9535,4563,Sedan - All Perils,0,400,3,No,No,External,All Perils,,
30-Jun-01,01-Mar-02,Male,5,44,9536,2722,Sedan - Liability,0,400,4,No,No,External,Liability,,
05-Jan-01,19-Jan-01,Male,2,49,9537,4288,Sedan - Liability,0,400,2,No,No,External,Liability,,
04-Mar-01,07-Jul-01,Male,1,77,9538,3413,Sedan - Liability,0,500,2,No,No,External,Liability,,
04-Jan-01,28-Jan-01,Female,0,55,9539,1934,Sedan - Liability,0,400,2,No,No,Internal,Liability,,
04-May-02,04-Dec-02,Male,2,24,9540,618,Sedan - Liability,0,400,3,No,No,External,Liability,,
21-Mar-01,21-Jun-01,Female,0,58,9541,4599,Utility - All Perils,0,400,3,No,No,External,All Perils,,
05-May-01,01-Oct-01,Male,3,36,9542,518,Sedan - Liability,0,400,4,No,No,External,Liability,,
28-Feb-01,21-Mar-02,Female,0,54,9543,2099,Sedan - Liability,0,400,4,No,No,External,Liability,,
05-Jul-01,27-Jan-02,Male,6,38,9544,1882,Sedan - All Perils,0,400,3,No,No,External,All Perils,,
15-Jun-01,07-Feb-02,Male,1,65,9545,1952,Sedan - Liability,0,400,4,No,No,External,Liability,,
03-Dec-02,12-Jan-03,Male,2,28,9546,1575,Sedan - Collision,0,400,3,No,No,External,Collision,,
13-Mar-01,05-Feb-02,Male,4,21,9547,946,Sedan - Liability,0,400,1,No,No,External,Liability,,
17-Apr-01,18-May-01,Male,3,59,9548,1534,Sedan - Liability,0,400,3,No,No,External,Liability,,
29-Dec-01,05-Mar-02,Male,3,32,9549,4220,Sedan - Collision,0,700,4,No,No,External,Collision,,
